NODE_INDEX,SITEID,MOD_CELL_ID,CELLNAME,SITENAME,SITE_TYPE,REGION,KABUPATEN,KECAMATAN,LAC_TAC,ENODEB_ID,GNB_ID,RNC_ID,LONGITUDE,LATITUDE,TECHNOLOGY,BAND,ANTENNA_MODEL,ANTENNA_HEIGHT,AZIMUTH,AZIMUTH_SIN,AZIMUTH_COS,MT,ET,HORIZONTAL_BEAM_WIDTH,VENDOR,FLAG_PROCESS,FLAG_PULL,RET_NONRET,DATE,TOTAL_SUCCESS_CALLS,TOTAL_DROP_CALLS,TOTAL_BLOCK_CALLS,TOTAL_CSFB_CALLS,TOTAL_SETUP_FAIL_CALLS,TOTAL_CALLS,CELL_SUCCESS_RATE,CELL_DROP_RATE,CELL_BLOCK_RATE,CELL_AVG_RSRP,CELL_P10_RSRP,CELL_P90_RSRP,CELL_AVG_RSRQ,CELL_AVG_TA,CELL_P90_TA,CELL_AVG_DL_THROUPUT,CELL_AVG_UL_THROUPUT,CELL_TOTAL_DL_VOLUME,CELL_TOTAL_UL_VOLUME,CELL_TOTAL_PING_PONG_HO_COUNT,CELL_CSFB_RATE,CELL_PINGPONG_RATE,SETUP_FAIL_CALL_FLAG,OUT_HO_SUM,OUT_EDGE_COUNT,OUT_NEIGHBOR_COUNT,IN_HO_SUM,IN_EDGE_COUNT,IN_NEIGHBOR_COUNT,HO_TOTAL,OUT_IN_RATIO
1841,SiteID_70,ModCell_1842,Cell_1842,SiteName_76,Massive MIMO,Region_1,District_1,SubDistrict_5,1002,50069,,,61.669648,8.965699,4G,2300.0,AAU5336,22.4,137.0,0.6819983600624986,-0.7313537016191705,5.0,0.0,90,HUAWEI,F,P,RET,2025-09-14,14383,17,0,27,0,14427,0.9969501628890276,0.001178346156512,0.0,-89.90770695813853,-102.0,-77.58820343017578,-10.584492791126198,30.15065631392751,64.0,4451.252652065266,1126.3031698798848,20236105.359600253,2211836.7936999514,408119091.0,0.0018714909544603,28288.56248700353,0,2496.0,87.0,87.0,30448.0,124.0,124.0,32944.0,0.08200597720779
1842,SiteID_204,ModCell_1843,Cell_1843,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,2300.0,ASI4518R42v06,39.8,287.0,-0.9563047559630354,0.2923717047227367,4.0,0.0,90,HUAWEI,F,P,RET,2025-09-14,90486,28,0,811,0,91325,0.990813030385984,0.0003065973172734,0.0,-93.09524788702738,-105.55549621582033,-82.0,-13.217513237318013,41.10309476416378,68.0,4126.961405690648,1496.1071537242524,50494992.17870396,6653799.810499964,4059766096.0,0.0088803722967424,44454.04977826444,0,21597.0,337.0,337.0,20495.0,396.0,396.0,42092.0,1.0537665886026542
1843,SiteID_204,ModCell_1844,Cell_1844,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,2300.0,ASI4518R42v06,39.8,67.0,0.9205048534524404,0.3907311284892737,4.0,0.0,90,HUAWEI,F,P,RET,2025-09-14,55511,23,0,39,0,55573,0.9988843503140014,0.0004138700448059,0.0,-95.68271186623646,-105.29409790039062,-86.0,-13.009301781429125,36.2526117095931,76.0,3743.028470047839,1326.7313745051254,29926770.773601186,2986063.5593999266,2643387970.0,0.0007017796411926,47566.0477210156,0,7550.0,159.0,159.0,10748.0,185.0,185.0,18298.0,0.7024839519955345
1844,SiteID_204,ModCell_1845,Cell_1845,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,1800.0,ASI4518R42v06,39.8,157.0,0.39073112848927377,-0.9205048534524404,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,296566,201,0,747,1,297515,0.9968102448616036,0.0006755961884274,0.0,-96.55613609563864,-108.1427993774414,-84.0,-11.892565204542532,59.7020107460712,96.0,3138.235607121561,1518.9074468197043,271098271.002921,28805203.30490157,12990014378.0,0.0025107977749021,43661.71244475069,1,80228.0,484.0,484.0,60455.0,419.0,419.0,140683.0,1.327064311234617
1845,SiteID_204,ModCell_1846,Cell_1846,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,1800.0,ASI4518R42v06,39.8,287.0,-0.9563047559630354,0.2923717047227367,3.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,370712,146,0,772,1,371631,0.9975271169520304,0.0003928628128439,0.0,-89.20792655755234,-103.0,-78.0,-13.61762568283387,37.093691587352986,64.0,5511.31157091108,2298.4200929121043,338611047.8169566,48776601.25941985,16252198001.0,0.0020773293939418,43732.08370937839,1,67985.0,462.0,462.0,52231.0,405.0,405.0,120216.0,1.3016158676673304
1846,SiteID_204,ModCell_1847,Cell_1847,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,1800.0,ASI4518R42v06,39.8,67.0,0.9205048534524404,0.3907311284892737,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,342910,107,0,490,0,343507,0.9982620441504833,0.0003114929244527,0.0,-95.1177828798305,-108.42849731445312,-81.28240203857422,-12.822868981614295,52.40100261218657,90.6666030883789,4585.891681819767,1815.3089898102576,309208623.82708967,37645857.27861048,14988858332.0,0.0014264629250641,43634.79734619673,0,67901.0,370.0,370.0,46126.0,173.0,173.0,114027.0,1.4720662518698375
1847,SiteID_204,ModCell_1848,Cell_1848,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,2100.0,ASI4518R42v06,39.8,157.0,0.39073112848927377,-0.9205048534524404,4.0,0.0,60,HUAWEI,F,P,RET,2025-09-14,292319,109,0,372,2,292802,0.998350421103681,0.0003722652167676,0.0,-95.98209714605836,-105.88880157470705,-86.4000015258789,-13.0628719202662,54.72495783527471,92.0,4354.949441519094,2001.886103975438,281866472.10711366,38359534.31500809,12717583323.0,0.0012704831251152,43434.07259171727,1,65058.0,473.0,473.0,52809.0,464.0,464.0,117867.0,1.2319447074417724
1848,SiteID_204,ModCell_1849,Cell_1849,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,2100.0,ASI4518R42v06,39.8,287.0,-0.9563047559630354,0.2923717047227367,4.0,0.0,60,HUAWEI,F,P,RET,2025-09-14,637285,79,0,860,0,638224,0.9985287297249869,0.0001237809922535,0.0,-91.49825383731113,-103.09519958496094,-80.9000015258789,-13.775215975051328,41.329851668095,80.0,5586.082437519506,2419.1596794536595,483087202.3090295,80036035.28495482,28725193431.0,0.0013474892827596,45008.0119691519,0,65108.0,507.0,507.0,98833.0,511.0,511.0,163941.0,0.6587712730436894
1849,SiteID_204,ModCell_1850,Cell_1850,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,2100.0,ASI4518R42v06,39.8,67.0,0.9205048534524404,0.3907311284892737,4.0,0.0,60,HUAWEI,F,P,RET,2025-09-14,607419,107,0,761,2,608289,0.9985697587824208,0.000175903230208,0.0,-95.29052307263537,-106.19039916992188,-84.25640106201172,-12.52638686241287,54.04031356684671,89.5999984741211,4762.089894859724,2152.4576774439483,399583312.21717,63589908.200236194,26346651718.0,0.0012510500765261,43312.72095665054,1,79924.0,412.0,412.0,66723.0,286.0,286.0,146647.0,1.1978448534260535
1850,SiteID_204,ModCell_1851,Cell_1851,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,900.0,ASI4518R42v06,39.8,157.0,0.39073112848927377,-0.9205048534524404,4.0,0.0,120,HUAWEI,F,P,RET,2025-09-14,41196,101,0,137,1,41435,0.9942319295281766,0.002437552793532,0.0,-105.15250747052784,-114.6875,-94.67849731445312,-11.808638946210516,49.63911627937736,96.0,3351.314655423131,967.4085768710934,58518787.06340166,4772900.4923999645,1712200916.0,0.0033063834922167,41322.575503801134,1,8526.0,254.0,254.0,13489.0,170.0,170.0,22015.0,0.6320978502594514
1851,SiteID_204,ModCell_1852,Cell_1852,SiteName_261,Macro,Region_1,District_1,SubDistrict_2,1003,50203,,,61.690954999999995,8.932837,4G,900.0,ASI4518R42v06,39.8,287.0,-0.9563047559630354,0.2923717047227367,4.0,0.0,120,HUAWEI,F,P,RET,2025-09-14,90114,151,0,179,0,90444,0.9963513334217858,0.0016695413736676,0.0,-101.1665462379005,-113.3957977294922,-86.19999694824219,-12.191063395020372,58.59979072891399,96.0,4134.821100815252,1418.0382626332128,100299932.77720895,12448440.05499936,3889703789.0,0.0019791252045464,43006.764285082485,0,16728.0,284.0,284.0,26608.0,206.0,206.0,43336.0,0.6286970573865985
1852,SiteID_1,ModCell_1853,Cell_1853,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,1800.0,APE4516R1v06,28.1,147.0,0.5446390350150273,-0.8386705679454239,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,290324,103,0,355,1,290783,0.9984215033203454,0.0003542160305107,0.0,-93.47480831518222,-103.27269744873048,-83.33329772949219,-9.833077144005896,50.09754163982858,82.28569793701172,3794.102528660309,1285.447386024884,220256392.0192344,22760147.36290127,8174107744.0,0.0012208416585563,28110.67959268596,1,79682.0,217.0,217.0,26111.0,133.0,133.0,105793.0,3.0515854779411766
1853,SiteID_1,ModCell_1854,Cell_1854,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,1800.0,APE4516R1v06,28.1,247.0,-0.9205048534524403,-0.3907311284892738,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,236161,78,0,303,0,236542,0.9983892923878211,0.000329751164698,0.0,-92.0013684557092,-102.375,-81.0,-10.47842492559715,54.67503506773895,84.0,4028.7001363270815,1271.4557535812671,150577064.0959255,16365503.990700286,7095758525.0,0.0012809564474807,29997.87997480363,0,62786.0,355.0,355.0,51074.0,406.0,406.0,113860.0,1.229309838472834
1854,SiteID_1,ModCell_1855,Cell_1855,SiteName_1,Massive MIMO,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,2300.0,APE4516R1v06,28.1,147.0,0.5446390350150273,-0.8386705679454239,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,73818,62,0,91,0,73971,0.9979316218518068,0.0008381663084181,0.0,-95.21338367989463,-105.0,-85.0,-10.928566838320922,67.44201951592,96.0,4522.2603167467305,1398.548679576501,134941680.39810845,12139309.294800345,2184832990.0,0.001230211839775,29536.345189330958,0,11947.0,157.0,157.0,43477.0,190.0,190.0,55424.0,0.274805648833893
1855,SiteID_1,ModCell_1856,Cell_1856,SiteName_1,Macro,Region_1,District_1,SubDistrict_1,1000,50000,,,61.693632,8.976261000000001,4G,900.0,APE4516R1v06,28.1,37.0,0.6018150231520483,0.7986355100472928,2.0,8.0,120,HUAWEI,F,P,RET,2025-09-14,44319,20,0,99,0,44438,0.9973221117061974,0.0004500652594626,0.0,-101.65013892185227,-111.69039916992188,-88.79309844970703,-10.197830324292296,37.030325330362025,64.0,4500.014810682284,1007.8095578015166,68615482.53880219,7051208.85049997,1236315368.0,0.0022278230343399,27821.129843827355,0,6374.0,141.0,141.0,30011.0,180.0,180.0,36385.0,0.2124150339864054
1856,SiteID_155,ModCell_1857,Cell_1857,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,2300.0,Huawei_AQU4518R9v06,16.6,97.0,0.9925461516413221,-0.12186934340514737,3.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,93762,18,0,86,0,93866,0.9988920375854942,0.0001917627255875,0.0,-92.09383312029702,-102.61109924316406,-79.25,-9.850021835362345,48.33157246093919,90.6666030883789,4199.3068306724745,1315.0032609185969,108922015.46350966,9426665.4685,2631697920.0,0.0009161996889182,28036.753670125498,0,37061.0,262.0,262.0,31251.0,286.0,286.0,68312.0,1.1859081018814797
1857,SiteID_155,ModCell_1858,Cell_1858,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,2300.0,Huawei_AQU4518R9v06,16.6,242.0,-0.882947592858927,-0.46947156278589075,3.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,97147,44,0,108,0,97299,0.9984378051161884,0.0004522143084718,0.0,-91.65454676121404,-102.5832977294922,-78.90899658203125,-9.97045580597764,39.35548107806599,80.0,3792.5371933380766,1325.0310979022552,100952689.71040978,10414526.3871002,2930146569.0,0.0011099805753399,30114.86828230506,0,42985.0,239.0,239.0,64392.0,324.0,324.0,107377.0,0.6675570325967108
1858,SiteID_155,ModCell_1859,Cell_1859,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,2300.0,Huawei_AQU4518R9v06,16.6,357.0,-0.05233595624294437,0.9986295347545738,3.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,75606,22,0,64,0,75692,0.9988638165195792,0.0002906515880145,0.0,-88.33505501681866,-100.1999969482422,-77.19999694824219,-9.842155262071122,37.80250226997404,80.0,4060.1648142823215,1361.2936641597837,78831860.61750624,7326631.876700021,2229800771.0,0.000845531892406,29458.869774877134,0,26377.0,213.0,213.0,51617.0,286.0,286.0,77994.0,0.511023286450463
1859,SiteID_155,ModCell_1860,Cell_1860,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,1800.0,APE4517R0v06,48.3,247.0,-0.9205048534524403,-0.3907311284892738,2.0,5.0,65,HUAWEI,F,P,RET,2025-09-14,276877,66,0,394,0,277337,0.998341368082874,0.000237977622892,0.0,-90.86848765905032,-104.76000213623048,-77.0,-10.936060463484202,39.29621527570211,80.0,3784.052612821024,1645.145083829451,255731233.5562498,25242174.72460077,7771516076.0,0.001420654294234,28021.92306111337,0,64612.0,343.0,343.0,68378.0,292.0,292.0,132990.0,0.944924611357288
1860,SiteID_155,ModCell_1861,Cell_1861,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,1800.0,APE4517R0v06,48.3,357.0,-0.05233595624294437,0.9986295347545738,2.0,9.0,65,HUAWEI,F,P,RET,2025-09-14,301757,140,0,488,0,302385,0.9979231774062868,0.0004629859285348,0.0,-93.62747565359876,-105.0,-81.05000305175781,-12.145947305979975,61.28431018966542,96.0,4364.845371817974,1797.9104652944816,255751452.6601365,28681981.83050254,8404003080.0,0.0016138366651784,27792.39406716603,0,75854.0,435.0,435.0,79302.0,469.0,469.0,155156.0,0.9565211908755028
1861,SiteID_155,ModCell_1862,Cell_1862,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,2100.0,APE4517R0v06,48.3,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,60,HUAWEI,F,P,RET,2025-09-14,153374,28,0,188,0,153590,0.9985936584413048,0.0001823035353864,0.0,-93.73647511920176,-104.5,-82.23799896240234,-10.846443704239627,50.48955400453913,94.54540252685548,4885.937368425903,1502.5294082147832,190763621.5857173,18778706.884100635,4055593347.0,0.0012240380233088,26405.321615990622,0,44256.0,319.0,319.0,36108.0,269.0,269.0,80364.0,1.2256501149297958
1862,SiteID_155,ModCell_1863,Cell_1863,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,2100.0,APE4517R0v06,48.3,247.0,-0.9205048534524403,-0.3907311284892738,2.0,6.0,60,HUAWEI,F,P,RET,2025-09-14,274161,99,0,320,0,274580,0.9984740330686868,0.0003605506591885,0.0,-91.7815086528126,-103.5,-79.4000015258789,-10.290023234273628,42.79574742139842,80.0,3678.46183689421,1749.4190119687837,181134399.27044085,21204271.09530141,7592906294.0,0.0011654162721246,27652.80171170515,0,136578.0,458.0,458.0,35377.0,311.0,311.0,171955.0,3.860563061789813
1863,SiteID_155,ModCell_1864,Cell_1864,SiteName_179,Macro,Region_1,District_1,SubDistrict_1,1002,50154,,,61.697835000000005,8.954887,4G,900.0,APE4517R0v06,48.3,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,10909,12,0,30,0,10951,0.9961647338142636,0.0010957903387818,0.0,-99.8401893871406,-110.0,-86.44439697265625,-10.806120738930032,62.92415009571383,96.0,4652.449141653655,1122.870574410883,30246008.233000103,2694643.002399981,270113733.0,0.0027394758469546,24665.668249474933,0,7670.0,147.0,147.0,9189.0,148.0,148.0,16859.0,0.8347116430903155
1864,SiteID_41,ModCell_1865,Cell_1865,SiteName_44,Macro,Region_1,District_1,SubDistrict_6,1001,50041,,,61.715471,8.899759,4G,1800.0,HBXX-6516DS-VTM,21.0,7.0,0.12186934340514748,0.992546151641322,2.0,3.0,65,HUAWEI,F,P,RET,2025-09-14,239123,61,0,274,0,239458,0.9986010072747622,0.0002547419589239,0.0,-92.81557343758436,-105.85710144042967,-77.56620025634766,-11.261391372432705,38.28477405203697,80.0,3241.137436732489,1212.3785077341429,192054714.8779254,17601527.69160074,6452311139.0,0.0011442507663139,26945.481625170178,0,35184.0,116.0,116.0,39852.0,152.0,152.0,75036.0,0.8828695455800065
1865,SiteID_41,ModCell_1866,Cell_1866,SiteName_44,Macro,Region_1,District_1,SubDistrict_6,1001,50041,,,61.715471,8.899759,4G,2100.0,DBXRH-8585C-VTM,42.5,127.0,0.7986355100472927,-0.6018150231520484,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,82528,254,0,88,0,82870,0.9958730541812476,0.0030650416314709,0.0,-92.95539408090303,-103.3583984375,-82.0,-10.556119984045267,36.53838483118594,64.0,4964.088425082855,1609.09334535048,41329417.5808015,5030309.8709000815,2107544232.0,0.0010619041872812,25431.932327742248,0,33069.0,103.0,103.0,5003.0,90.0,90.0,38072.0,6.6087130295763385
1866,SiteID_105,ModCell_1867,Cell_1867,SiteName_119,Macro,Region_1,District_1,SubDistrict_3,1000,50105,,,61.622582,8.995996,4G,2300.0,ASI4518R42v06,27.8,267.0,-0.9986295347545738,-0.052335956242944306,2.0,3.0,90,HUAWEI,F,P,RET,2025-09-14,19862,4,0,22,0,19888,0.9986926790024137,0.0002011263073209,0.0,-92.01926456452952,-102.42849731445312,-79.1427993774414,-9.266626776967044,28.688331093679277,80.0,4896.157400106017,1539.3227991754045,25356697.929900207,1873166.3522999703,790272867.0,0.0011061946902654,39736.165878921965,0,3352.0,61.0,61.0,6261.0,74.0,74.0,9613.0,0.5354519322900032
1867,SiteID_105,ModCell_1868,Cell_1868,SiteName_119,Macro,Region_1,District_1,SubDistrict_3,1000,50105,,,61.622582,8.995996,4G,900.0,ASI4518R42v06,27.8,267.0,-0.9986295347545738,-0.052335956242944306,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,3901,5,0,14,0,3920,0.9951530612244898,0.0012755102040816,0.0,-86.44217783188333,-103.84609985351562,-72.45449829101562,-8.38802794820192,26.669580727800412,53.33330154418945,6404.242663693044,1696.1729248904087,15683283.745100014,1227955.9165999969,147733660.0,0.0035714285714285,37687.1581632653,0,1384.0,25.0,25.0,8041.0,21.0,21.0,9425.0,0.1722208405869186
1868,SiteID_105,ModCell_1869,Cell_1869,SiteName_119,Macro,Region_1,District_1,SubDistrict_3,1000,50105,,,61.622582,8.995996,4G,900.0,ASI4518R42v06,27.8,27.0,0.45399049973954675,0.8910065241883679,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,3985,2,0,56,0,4043,0.9856542171654712,0.0004946821667078,0.0,-90.75319912608768,-104.0792007446289,-79.0,-10.158835496933133,44.30877921620292,95.23799896240234,7786.767596710813,1539.3623484518123,12074107.550600016,1372987.2578999936,144133030.0,0.0138511006678209,35650.01978728667,0,1515.0,45.0,45.0,9953.0,23.0,23.0,11468.0,0.1523005826803295
